_id,medicalcondition,symptoms,severity,tests,price[0],price[1],price[2]
65cccc8816085881d7612c0d,Inherited heart conditions,"Varies depending on the specific condition, may include chest pain, shortness of breath, palpitations, fainting, fatigue",8,"Genetic testing, Electrocardiogram (ECG), Echocardiogram, Cardiac MRI",3000,4000,3500
65cccc8816085881d7612c0e,Insomnia,"Difficulty falling asleep, Difficulty staying asleep, Waking up too early, Daytime fatigue or sleepiness, Irritability, Depression or anxiety",6,"Sleep diary, Polysomnography (sleep study), Psychological evaluation",2500,3000,2800
65cccc8816085881d7612c0f,Iron deficiency anaemia,"Fatigue, Weakness, Pale or yellowish skin, Irregular heartbeat, Shortness of breath, Dizziness or lightheadedness, Chest pain, Cold hands and feet",7,"Complete blood count (CBC), Serum iron test, Ferritin test, Stool test",3000,4000,3500
65cccc8816085881d7612c10,Irritable bowel syndrome (IBS),"Abdominal pain or cramping, Bloating, Gas, Diarrhea or constipation, Mucus in the stool",6,"Physical examination, Blood tests (to rule out other conditions), Stool tests, Colonoscopy",2500,3000,2800
65cccc8816085881d7612c11,Itching,"Skin rash, Redness, Dry skin, Cracked skin, Bumps, Scaly skin, Swelling, Blisters",4,"Physical examination, Allergy testing, Skin biopsy",1500,2000,1800
65cccc8816085881d7612c12,Itchy bottom,"Itching around the anus, Irritation or pain around the anus, Redness or inflammation around the anus",3,"Physical examination, Anal swab test",1000,1500,1200
65cccc8816085881d7612c13,Kaposi’s sarcoma,"Red or purple patches on the skin or inside the mouth, Swelling, Skin lesions, Fever, Night sweats, Weight loss",7,"Biopsy of skin lesion, Endoscopy, Imaging tests (CT scan, MRI)",3000,4000,3500
65cccc8816085881d7612c14,Kidney cancer,"Blood in urine, Lower back pain on one side, Loss of appetite, Weight loss, Fatigue, Anemia",7,"Physical examination, Blood tests (complete blood count, kidney function tests), Imaging tests (CT scan, MRI, ultrasound)",3000,4000,3500
65cccc8816085881d7612c15,Kidney infection,"Back pain, Side (flank) pain, Abdominal pain, Groin pain, Frequent urination, Painful urination, Cloudy or bloody urine, Fever",6,"Urinalysis, Urine culture, Blood tests, Imaging tests (CT scan, ultrasound)",2500,3000,2800
65cccc8816085881d7612c16,Kidney stones,"Severe pain in the side and back, below the ribs, Pain that spreads to the lower abdomen and groin, Painful urination, Pink, red or brown urine, Cloudy or foul-smelling urine, Nausea and vomiting",6,"Urinalysis, Blood tests, Imaging tests (CT scan, ultrasound, X-ray), Urine culture",2500,3000,2800
65cccc8816085881d7612c17,Labyrinthitis,"Vertigo (spinning sensation), Nausea, Vomiting, Balance problems, Hearing loss or ringing in the ears (tinnitus)",6,"Physical examination, Hearing tests, Balance tests, Imaging tests (CT scan, MRI)",2500,3000,2800
65cccc8816085881d7612c18,Lactose intolerance,"Diarrhea, Nausea, Abdominal cramps, Bloating, Gas",4,"Lactose tolerance test, Hydrogen breath test, Stool acidity test",1500,2000,1800
65cccc8816085881d7612c19,Laryngeal (larynx) cancer,"Hoarseness or changes in the voice, Sore throat or cough that does not go away, Difficulty swallowing, Ear pain, Lump in the neck",7,"Physical examination, Laryngoscopy, Biopsy, Imaging tests (CT scan, MRI)",3000,4000,3500
65cccc8816085881d7612c1a,Laryngitis,"Hoarseness, Weak voice, Sore throat, Dry throat, Cough, Difficulty swallowing",5,"Physical examination, Throat culture, Laryngoscopy",2000,2500,2200
65cccc8816085881d7612c1b,Leg cramps,"Sudden, sharp muscle pain or tightening, Muscle twitching, Hard lump of muscle tissue (muscle knot), Redness or swelling",3,"Physical examination, Blood tests, Nerve conduction studies",1000,1500,1200
65cccc8816085881d7612c1c,Lichen planus,"Itching, Purple, flat-topped bumps (plaques), White, lacy patches, Painful sores or ulcers",4,"Physical examination, Skin biopsy",1500,2000,1800
65cccc8816085881d7612c1d,Lipoedema,"Enlarged hips, thighs, buttocks, and legs disproportionate to the upper body, Tendency to bruise easily, Pain, Swelling, Sensitivity to touch",6,"Physical examination, Ultrasonography, Lymphoscintigraphy",2500,3000,2800
65cccc8816085881d7612c1e,Liver cancer,"Weight loss, Loss of appetite, Feeling very full after a small meal, Nausea or vomiting, An enlarged liver felt as a mass under the ribs on the right side",8,"Blood tests (alpha-fetoprotein), Imaging tests (CT scan, MRI, ultrasound), Biopsy",3000,4000,3500
65cccc8816085881d7612c1f,Liver disease,"Fatigue, Weakness, Nausea, Vomiting, Weight loss, Yellowing of the skin and eyes (jaundice), Swelling in the legs and abdomen",7,"Liver function tests, Blood tests (complete blood count, coagulation tests), Imaging tests (ultrasound, CT scan)",3000,4000,3500
65cccc8816085881d7612c20,Liver tumours,"Abdominal pain, Jaundice, Unexplained weight loss, Loss of appetite, Feeling full after a small meal, Nausea or vomiting",7,"Blood tests (alpha-fetoprotein), Imaging tests (CT scan, MRI, ultrasound), Biopsy",3000,4000,3500
65cccc8816085881d7612c21,Loss of libido,"Reduced interest in sexual activity, Reduced sexual desire or arousal, Difficulty achieving orgasm, Erectile dysfunction (in men), Pain during intercourse (in women)",5,"Physical examination, Blood tests (testosterone levels), Hormone tests, Psychological evaluation",2000,2500,2200
65cccc8816085881d7612c22,Lung cancer,"Persistent cough, Coughing up blood, Chest pain, Hoarseness, Unexplained weight loss, Shortness of breath, Fatigue",8,"Imaging tests (CT scan, MRI, PET scan), Sputum cytology, Biopsy",3000,4000,3500
65cccc8816085881d7612c23,Lupus,"Fatigue, Fever, Joint pain, Stiffness and swelling, Butterfly-shaped rash on the face, Skin lesions, Shortness of breath, Chest pain",7,"Blood tests (antinuclear antibody test, complete blood count), Urine tests, Imaging tests (X-ray, ultrasound)",3000,4000,3500
65cccc8816085881d7612c24,Lyme disease,"Erythema migrans (bull's-eye rash), Fatigue, Fever, Chills, Headache, Muscle and joint aches, Swollen lymph nodes",6,"Physical examination, Blood tests (ELISA, Western blot), Lumbar puncture",2500,3000,2800
65cccc8816085881d7612c25,Lymphoedema,"Swelling in one or more limbs, Heaviness or tightness in the affected limb, Limited range of motion, Aching or discomfort, Recurring infections, Hardening and thickening of the skin",6,"Physical examination, Lymphoscintigraphy, MRI or CT scan",2500,3000,2800
65cccc8816085881d7612c26,Lymphogranuloma venereum (LGV),"Painless genital ulcers or sores, Swollen lymph nodes in the groin, Rectal pain, Rectal discharge, Anal ulcers, Anal bleeding, Anal discharge",7,"Physical examination, Swab test of genital or rectal discharge, Blood tests, Imaging tests (ultrasound, MRI)",3000,4000,3500
65cccc8816085881d7612c27,Malaria,"Fever, Chills, Sweats, Headaches, Nausea and vomiting, Muscle pain and fatigue",6,"Blood smear test, Rapid diagnostic test (RDT), Polymerase chain reaction (PCR) test",2500,3000,2800
65cccc8816085881d7612c28,Malignant brain tumour (cancerous),"Headaches, Seizures, Weakness or paralysis, Speech difficulties, Changes in vision, Nausea and vomiting, Confusion, Memory problems",9,"MRI or CT scan, Biopsy, Lumbar puncture, Angiogram",4000,5000,4500
65cccc8816085881d7612c29,Malnutrition,"Fatigue, Dizziness, Weight loss, Swelling in the limbs, Brittle nails, Dry, patchy skin, Hair loss, Weakness, Increased susceptibility to infections",6,"Physical examination, Blood tests (complete blood count, albumin, electrolytes), Nutritional assessment",2500,3000,2800
65cccc8816085881d7612c2a,Measles,"Fever, Dry cough, Runny nose, Sore throat, Inflamed eyes (conjunctivitis), Tiny white spots with bluish-white centers on a red background inside the mouth (Koplik's spots), Rash",5,"Physical examination, Blood tests, Viral culture, Immunoglobulin M (IgM) antibody test",2000,2500,2200
65cccc8816085881d7612c2b,Meningitis,"Sudden high fever, Stiff neck, Severe headache, Confusion or difficulty concentrating, Seizures, Sleepiness or difficulty waking up, Sensitivity to light, Lack of interest in drinking and eating",8,"Lumbar puncture (spinal tap), Blood tests, Imaging tests (CT scan, MRI)",3000,4000,3500
65cccc8816085881d7612c2c,Menopause,"Irregular periods, Vaginal dryness, Hot flashes, Night sweats, Sleep disturbances, Mood changes, Weight gain, Thinning hair, Loss of breast fullness",5,"Physical examination, Blood tests (FSH, estrogen, LH), Bone density test",2000,2500,2200
65cccc8816085881d7612c2d,Mesothelioma,"Shortness of breath, Chest pain, Unexplained weight loss, Fatigue, Wheezing, Persistent cough, Lumps of tissue under the skin on your chest",8,"Imaging tests (CT scan, MRI, PET scan), Biopsy, Thoracoscopy, Thoracentesis",3000,4000,3500
65cccc8816085881d7612c2e,Middle ear infection (otitis media),"Ear pain, Drainage of fluid from the ear, Difficulty hearing, Fever, Irritability, Loss of balance",5,"Physical examination, Tympanometry, Acoustic reflectometry, Audiometry",2000,2500,2200
65cccc8816085881d7612c2f,Migraine,"Moderate to severe throbbing pain, Often on one side of the head, Sensitivity to light, sound, and smells, Nausea and vomiting, Blurred vision",6,"Physical examination, Neurological examination, Imaging tests (CT scan, MRI)",2500,3000,2800
65cccc8816085881d7612c30,Miscarriage,"Vaginal bleeding or spotting, Abdominal pain or cramping, Fluid or tissue passing from the vagina, Sudden decrease in pregnancy signs, such as breast tenderness or morning sickness",7,"Physical examination, Pelvic exam, Ultrasound, Blood tests (hCG levels)",3000,4000,3500
65cccc8816085881d7612c31,Motor neurone disease (MND),"Muscle weakness, Stiffness, Spasticity, Muscle cramps, Difficulty speaking, Difficulty swallowing, Breathing difficulties",8,"Physical examination, Electromyography (EMG), Nerve conduction studies, MRI of the brain and spine",3000,4000,3500
65cccc8816085881d7612c32,Mouth cancer,"Persistent mouth ulcers, Persistent mouth pain, Persistent lumps or thickening in the mouth, Persistent white or red patches on the gums, tongue, or lining of the mouth, Difficulty chewing or swallowing, Difficulty moving the jaw or tongue, Numbness of the tongue or other areas of the mouth, Persistent bad breath",7,"Physical examination, Biopsy, Endoscopy, Imaging tests (CT scan, MRI)",3000,4000,3500
65cccc8816085881d7612c33,Mouth ulcer,"Pain, Soreness or irritation in the mouth, Redness or swelling, White or yellow ulcer with a red border",4,"Physical examination, Biopsy",1500,2000,1800
65cccc8816085881d7612c34,Multiple myeloma,"Bone pain, especially in the spine or chest, Weakness or numbness in the legs, Fatigue, Recurrent infections, Weight loss, Excessive thirst, Nausea, Constipation",8,"Blood tests (complete blood count, serum protein electrophoresis), Urine tests (urine protein electrophoresis), Bone marrow biopsy, Imaging tests (X-ray, MRI, CT scan)",3000,4000,3500
65cccc8816085881d7612c35,Multiple sclerosis (MS),"Fatigue, Numbness or weakness, Difficulty walking, Spasticity, Tremors, Problems with coordination and balance, Bladder and bowel dysfunction, Cognitive changes",8,"Neurological examination, MRI of the brain and spinal cord, Lumbar puncture (spinal tap), Evoked potentials tests",3000,4000,3500
65cccc8816085881d7612c36,Mumps,"Swollen and tender salivary glands (parotitis) on one or both sides of the face, Fever, Headache, Muscle aches, Fatigue, Loss of appetite",6,"Physical examination, Blood tests, Viral culture",2500,3000,2800
65cccc8816085881d7612c37,Meniere’s disease,"Vertigo (spinning sensation), Tinnitus (ringing in the ear), Hearing loss, A feeling of fullness or pressure in the ear",6,"Physical examination, Hearing tests, Balance tests, Imaging tests (MRI, CT scan)",2500,3000,2800
65cccc8816085881d7612c38,Myasthenia gravis,"Muscle weakness that improves with rest, Drooping eyelids, Double vision, Weakness in the arms or legs, Difficulty chewing, swallowing, or speaking, Fatigue",7,"Neurological examination, Blood tests (antibodies to acetylcholine receptor), Electromyography (EMG), Imaging tests (CT scan, MRI)",3000,4000,3500
65cccc8816085881d7612c39,Nasal and sinus cancer,"Blocked sinuses that don't clear, Sinus pain, Postnasal drip, Nosebleeds, Runny nose, Decreased sense of smell, Watery eyes, Pain in the upper teeth",7,"Physical examination, Nasal endoscopy, Imaging tests (CT scan, MRI)",3000,4000,3500
65cccc8816085881d7612c3a,Nasopharyngeal cancer,"A lump in the neck, Nosebleeds, Hearing loss, Blurred or double vision, Ear infections that keep coming back, Facial pain or numbness, Changes in voice, Persistent headaches",7,"Physical examination, Nasal endoscopy, Imaging tests (CT scan, MRI)",3000,4000,3500
65cccc8816085881d7612c3b,Neuroblastoma: Children,"Swelling in the abdomen, Chest, Neck, or pelvis, Lump or mass under the skin, Blueish lumps in the skin, Bone pain, Fever, Weight loss, Anemia, Fatigue",8,"Physical examination, Urine tests (vanillylmandelic acid, homovanillic acid), Blood tests (catecholamines), Imaging tests (CT scan, MRI, bone scan)",3000,4000,3500
65cccc8816085881d7612c3c,Neuroendocrine tumours,"Varies depending on the type and location of the tumour, may include abdominal pain, diarrhea, flushing, wheezing, weight loss",7,"Blood tests (chromogranin A, serotonin, insulin, gastrin), Imaging tests (CT scan, MRI, PET scan), Biopsy",3000,4000,3500
65cccc8816085881d7612c3d,Non-alcoholic fatty liver disease (NAFLD),"Fatigue, Enlarged liver, Abdominal swelling, Enlarged blood vessels underneath the skin's surface, Enlarged breasts in men",6,"Liver function tests, Blood tests (lipid profile, fasting blood glucose), Imaging tests (ultrasound, CT scan, MRI)",2500,3000,2800
65cccc8816085881d7612c3e,Non-Hodgkin lymphoma,"Swollen lymph nodes, Fever, Night sweats, Unexplained weight loss, Fatigue, Abdominal pain or swelling, Chest pain or pressure, Shortness of breath",8,"Physical examination, Blood tests, Lymph node biopsy, Imaging tests (CT scan, MRI, PET scan)",3000,4000,3500
65cccc8816085881d7612c3f,Non-Hodgkin lymphoma: Children,"Swollen lymph nodes, Abdominal pain or swelling, Chest pain or pressure, Coughing or trouble breathing, Fatigue, Fever, Night sweats, Unexplained weight loss, Easy bruising or bleeding",8,"Physical examination, Blood tests, Lymph node biopsy, Imaging tests (CT scan, MRI, PET scan)",3000,4000,3500
65cccc8816085881d7612c40,Norovirus,"Nausea, Vomiting, Diarrhea, Stomach pain, Fever, Headache, Body aches",5,"Stool sample testing, PCR testing",2000,2500,2200
65cccc8816085881d7612c41,Nosebleed,"Bleeding from one or both nostrils, Dripping blood from the nose, Frequent swallowing",3,"Physical examination, Nasal endoscopy",1000,1500,1200
65cccc8816085881d7612c42,Obesity,"Increased body weight, Fatigue, Breathlessness, Snoring, Joint and back pain, Excessive sweating, Difficulty sleeping, Poor self-image",7,"Body mass index (BMI) calculation, Waist circumference measurement, Blood tests (lipid profile, glucose levels), Imaging tests (CT scan, MRI)",3000,4000,3500
65cccc8816085881d7612c43,Obsessive compulsive disorder (OCD),"Obsessions (recurring unwanted thoughts), Compulsions (repetitive behaviors), Fear of contamination, Fear of harm, Fear of making mistakes, Excessive concern with order, symmetry, or exactness",6,"Psychological evaluation, Self-report questionnaires, Diagnostic interviews",2500,3000,2800
65cccc8816085881d7612c44,Obstructive sleep apnoea,"Loud snoring, Pauses in breathing during sleep, Gasping or choking during sleep, Daytime sleepiness, Morning headaches, Difficulty concentrating, Irritability, Depression",7,"Nocturnal polysomnography, Home sleep apnea testing, Oximetry",3000,4000,3500
65cccc8816085881d7612c45,Oesophageal cancer,"Difficulty swallowing (dysphagia), Unexplained weight loss, Persistent indigestion or heartburn, Hoarseness, Chronic cough, Coughing up blood",8,"Upper endoscopy (gastroscopy), Biopsy, Imaging tests (CT scan, MRI, PET scan)",3000,4000,3500
65cccc8816085881d7612c46,Oral thrush in adults,"White lesions in the mouth and throat, Soreness or pain in the mouth or throat, Difficulty swallowing",4,"Physical examination, Scrapings of the lesions for microscopic examination, Culture of the lesions",1500,2000,1800
65cccc8816085881d7612c47,Osteoporosis,"Back pain, Loss of height over time, A stooped posture, A bone fracture that occurs more easily than expected",6,"Bone density test (DEXA scan), Blood tests (calcium, vitamin D levels), Imaging tests (X-ray)",2500,3000,2800
65cccc8816085881d7612c48,Osteosarcoma,"Bone pain or tenderness, Swelling near a bone, Difficulty moving a limb or joint, Limping, Unexplained weight loss, Fatigue, Fever",7,"X-ray, CT scan, MRI, Bone scan, Biopsy",3000,4000,3500
65cccc8816085881d7612c49,Otitis externa,"Ear pain, Itchiness in the ear canal, Redness and swelling in the ear canal, Drainage of clear, odorless fluid",4,"Physical examination, Culture of the drainage from the ear, Swab for bacterial culture and sensitivity",1500,2000,1800
65cccc8816085881d7612c4a,Ovarian cancer,"Abdominal bloating or swelling, Quickly feeling full when eating, Weight loss, Discomfort in the pelvis area, Changes in bowel habits, such as constipation, A frequent need to urinate",8,"Pelvic examination, Transvaginal ultrasound, CA-125 blood test, Biopsy",3000,4000,3500
65cccc8816085881d7612c4b,Ovarian cancer: Teenagers and young adults,"Abdominal bloating or swelling, Quickly feeling full when eating, Weight loss, Discomfort in the pelvis area, Changes in bowel habits, such as constipation, A frequent need to urinate",8,"Pelvic examination, Transvaginal ultrasound, CA-125 blood test, Biopsy",3000,4000,3500
65cccc8816085881d7612c4c,Ovarian cyst,"Pain or pressure in the abdomen, Bloating, Swelling or heaviness in the lower abdomen, Pelvic pain before or during the menstrual cycle, Painful intercourse, Changes in bowel habits, such as constipation",6,"Pelvic examination, Ultrasound, Blood tests (CA-125)",2500,3000,2800
65cccc8816085881d7612c4d,Overactive thyroid,"Nervousness, Irritability, Increased perspiration, Thinning of the skin, Fine, brittle hair, Weakness, Fatigue, Tremor, Muscle weakness",6,"Thyroid function tests (TSH, T4, T3), Thyroid ultrasound, Radioactive iodine uptake test",2500,3000,2800
65cccc8816085881d7612c4e,Paget’s disease of the nipple,"Redness, Itching, Nipple discharge",6,"Mammogram, Biopsy",1800,3600,
65cccc8816085881d7612c4f,Pancreatic cancer,"Abdominal pain, Jaundice, Weight loss",8,"CT scan, MRI, Biopsy",2800,5500,7500
65cccc8816085881d7612c50,Panic disorder,"Panic attacks, Sweating, Trembling",4,"Psychological evaluation, Blood tests",1200,2400,
65cccc8816085881d7612c51,Parkinson’s disease,"Tremors, Slowed movement, Muscle stiffness",7,"Neurological examination, MRI, Dopamine transporter scan",2200,4500,6500
65cccc8816085881d7612c52,Patau’s syndrome,"Distinctive facial features, Intellectual disability, Heart defects",8,"Chromosomal analysis (karyotype), Prenatal screening",2800,5500,7500
65cccc8816085881d7612c53,Pelvic inflammatory disease,"Pelvic pain, Abnormal vaginal discharge, Painful urination",6,"Pelvic exam, Ultrasound, Swab tests",1800,3600,5400
65cccc8816085881d7612c54,Pelvic organ prolapse,"Pressure or fullness in the pelvic area, Bulging sensation",5,"Pelvic exam, Ultrasound",1400,2800,
65cccc8816085881d7612c55,Penile cancer,"Sores, Discharge, Bleeding",6,"Biopsy, Imaging tests (CT, MRI)",1800,3600,
65cccc8816085881d7612c56,Peripheral neuropathy,"Numbness, Tingling, Weakness",6,"Nerve conduction studies, Electromyography (EMG)",1800,3600,
65cccc8816085881d7612c57,Personality disorder,"Difficulty forming relationships, Impulsive behavior, Mood swings",5,"Psychological evaluation, Interview",1400,2800,
65cccc8816085881d7612c58,Pleurisy,"Chest pain, Shortness of breath, Dry cough",5,"Chest X-ray, CT scan",1400,2800,
65cccc8816085881d7612c59,Pneumonia,"Cough with phlegm, Fever, Shortness of breath",6,"Chest X-ray, Blood tests",1800,3600,
65cccc8816085881d7612c5a,Polycystic ovary syndrome (PCOS),"Irregular periods, Acne, Excess hair growth",4,"Ultrasound, Blood tests",1200,2400,
65cccc8816085881d7612c5b,Polymyalgia rheumatica,"Muscle pain and stiffness, Fatigue, Limited range of motion",5,"Blood tests, Imaging tests (MRI, CT scan)",1400,2800,
65cccc8816085881d7612c5c,Post-polio syndrome,"Muscle weakness, Fatigue, Joint pain",6,"Clinical evaluation, Electromyography (EMG)",1800,3600,
65cccc8816085881d7612c5d,Post-traumatic stress disorder (PTSD),"Flashbacks, Nightmares, Anxiety",6,"Psychological evaluation, Interview",1800,3600,
65cccc8816085881d7612c5e,Postnatal depression,"Persistent sadness, Lack of interest in the baby, Fatigue",5,"Edinburgh Postnatal Depression Scale, Psychiatric evaluation",1400,2800,
65cccc8816085881d7612c5f,Pregnancy and baby,Varies based on pregnancy stage,2,"Ultrasound, Blood tests",800,1600,
65cccc8816085881d7612c60,Pressure ulcers,"Skin discoloration, Pain, Open sores",4,"Clinical examination, Imaging tests (X-rays, MRI)",1200,2400,
65cccc8816085881d7612c61,Prostate cancer,"Frequent urination, Blood in urine, Erectile dysfunction",8,"PSA blood test, Biopsy, MRI",2800,5500,7500
65cccc8816085881d7612c62,Psoriasis,"Red patches of skin, Silvery scales, Itching",4,"Clinical examination, Skin biopsy",1400,2800,
65cccc8816085881d7612c63,Psoriatic arthritis,"Joint pain, Swelling, Nail changes",6,"X-rays, Blood tests",1800,3600,
65cccc8816085881d7612c64,Psychosis,"Hallucinations, Delusions, Disorganized thinking",7,"Psychological evaluation, Brain imaging (MRI, CT scan)",2200,4500,6500
65cccc8816085881d7612c65,Pubic lice,"Itching in the genital area, Visible lice or eggs",3,Visual examination,800,1600,
65cccc8816085881d7612c66,Rare tumours,Varies based on the type of tumour,7,"Biopsy, Imaging tests (CT, MRI)",2200,4500,6500
65cccc8816085881d7612c67,Raynaud’s phenomenon,"Cold fingers or toes, Color changes in skin, Numbness or tingling",4,"Cold stimulation test, Blood tests",1200,2400,
65cccc8816085881d7612c68,Reactive arthritis,"Joint pain, Swelling, Redness",5,"Joint fluid analysis, Blood tests",1400,2800,
65cccc8816085881d7612c69,Restless legs syndrome,"Urge to move legs, Uncomfortable sensations, Worsening at rest",4,"Clinical examination, Sleep study",1200,2400,
65cccc8816085881d7612c6a,Retinoblastoma: Children,"White pupil, Crossed eyes, Red or inflamed eyes",7,"Eye examination, Imaging tests (CT, MRI)",2200,4500,6500
65cccc8816085881d7612c6b,Rhabdomyosarcoma,"Swelling, Lumps, Pain",8,"Biopsy, Imaging tests (CT, MRI)",2800,5500,7500
65cccc8816085881d7612c6c,Rheumatoid arthritis,"Joint pain, Swelling, Morning stiffness",6,"Blood tests, X-rays",1800,3600,
65cccc8816085881d7612c6d,Ringworm and other fungal infections,"Red, itchy rash, Circular shape",3,"Skin scraping, KOH test",800,1600,
65cccc8816085881d7612c6e,Rosacea,"Redness, Visible blood vessels, Pimple-like bumps",4,"Clinical examination, Skin biopsy",1400,2800,
65cccc8816085881d7612c6f,Scabies,"Itching, Red rash, Small burrow-like lines",3,"Skin scraping, Microscopic examination",800,1600,
65cccc8816085881d7612c70,Scarlet fever,"Red rash, Fever, Sore throat",4,"Throat swab, Blood tests",1200,2400,
65cccc8816085881d7612c71,Schizophrenia,"Hallucinations, Delusions, Disorganized thinking",7,"Psychological evaluation, Brain imaging (MRI, CT scan)",2200,4500,6500
65cccc8816085881d7612c72,Scoliosis,"Uneven shoulders or hips, Back pain, Difficulty breathing",5,"X-rays, CT scan",1400,2800,
65cccc8816085881d7612c73,Septic shock,"Low blood pressure, Rapid heart rate, Confusion",9,"Blood cultures, Imaging tests (CT, X-rays)",3500,7000,9000
65cccc8816085881d7612c74,Shingles,"Painful rash, Burning sensation, Headache",5,"Clinical diagnosis, Viral culture",1400,2800,
65cccc8816085881d7612c75,Shortness of breath,"Difficulty breathing, Rapid breathing, Wheezing",5,"Pulmonary function tests, Chest X-ray",1400,2800,
65cccc8816085881d7612c76,Sickle cell disease,"Fatigue, Pain, Anemia",6,"Blood tests, Hemoglobin electrophoresis",1800,3600,
65cccc8816085881d7612c77,Sinusitis,"Facial pain, Nasal congestion, Headache",4,"Clinical examination, Sinus X-rays",1200,2400,
65cccc8816085881d7612c78,Sjogren’s syndrome,"Dry eyes, Dry mouth, Joint pain",5,"Schirmer's test, Blood tests",1400,2800,
65cccc8816085881d7612c79,Skin cancer (melanoma),"Changes in mole, Irregular borders, Itching",7,"Skin biopsy, Imaging tests (CT, MRI)",2200,4500,6500
65cccc8816085881d7612c7a,Skin cancer (non-melanoma),"Bump or spot, Changes in skin texture, Bleeding",6,"Skin biopsy, Imaging tests (CT, MRI)",1800,3600,
65cccc8816085881d7612c7b,Skin rashes in children,Varies based on the type of rash,3,"Clinical examination, Skin scraping",800,1600,
65cccc8816085881d7612c7c,Slapped cheek syndrome,"Red rash on the face, Fever, Headache",3,"Clinical diagnosis, Blood tests",800,1600,
65cccc8816085881d7612c7d,Soft tissue sarcomas,"Lump, Pain, Swelling",7,"Biopsy, Imaging tests (CT, MRI)",2200,4500,6500
65cccc8816085881d7612c7e,Soft tissue sarcomas: Teenagers and young adults,"Lump, Pain, Swelling",6,"Biopsy, Imaging tests (CT, MRI)",1800,3600,
65cccc8816085881d7612c7f,Sore throat,Pain or irritation in the throat,2,"Throat swab, Blood tests",800,1600,
65cccc8816085881d7612c80,Spleen problems and spleen removal,"Pain or fullness in the left upper abdomen, Anemia",5,"Ultrasound, CT scan",1400,2800,
65cccc8816085881d7612c81,Stillbirth,"No fetal movements, Absence of heartbeat",8,"Ultrasound, Doppler studies",2800,5500,7500
65cccc8816085881d7612c82,Stomach ache and abdominal pain,Varies based on the cause,3,"Abdominal ultrasound, Endoscopy",1000,2000,
65cccc8816085881d7612c83,Stomach cancer,"Abdominal pain, Indigestion, Unexplained weight loss",8,"Endoscopy, Biopsy, Imaging tests (CT, MRI)",2800,5500,7500
65cccc8816085881d7612c84,Stomach ulcer,"Burning stomach pain, Bloating, Nausea",5,"Endoscopy, Blood tests",1400,2800,
65cccc8816085881d7612c85,Streptococcus A (strep A),"Sore throat, Fever, Swollen tonsils",4,"Throat swab, Rapid strep test",1200,2400,
65cccc8816085881d7612c86,"Stress, anxiety and low mood",Varies based on the condition,3,"Psychological evaluation, Blood tests",1000,2000,
65cccc8816085881d7612c87,Sudden infant death syndrome (SIDS),"Sudden, unexplained death of an otherwise healthy baby",7,"Autopsy, Genetic testing",2200,4500,6500
65cccc8816085881d7612c88,Suicide,Varies based on individual experiences,9,"Psychological evaluation, Risk assessment",3500,7000,9000
65cccc8816085881d7612c89,Sunburn,"Red, painful skin, Swelling, Blisters",2,Clinical examination,800,1600,
65cccc8816085881d7612c8a,Supraventricular tachycardia,"Rapid heartbeat, Palpitations, Dizziness",4,"Electrocardiogram (ECG), Holter monitor",1200,2400,
65cccc8816085881d7612c8b,Swollen glands,"Enlarged, tender lymph nodes",3,"Clinical examination, Blood tests",800,1600,
65cccc8816085881d7612c8c,Syphilis,"Painless sores, Rash, Fever",5,"Blood tests, Rapid plasma reagin (RPR) test",1400,2800,
65cccc8816085881d7612c8d,Testicular cancer,"Lump or swelling in the testicle, Pain",7,"Ultrasound, Blood tests, Biopsy",2200,4500,6500
65cccc8816085881d7612c8e,Testicular cancer: Teenagers and young adults,"Lump or swelling in the testicle, Pain",6,"Ultrasound, Blood tests, Biopsy",1800,3600,
65cccc8816085881d7612c8f,Testicular lumps and swellings,Varies based on the cause,3,"Ultrasound, Blood tests",800,1600,
65cccc8816085881d7612c90,Thirst,Increased sensation of needing to drink,2,"Blood tests, Urinalysis",800,1600,
65cccc8816085881d7612c91,Threadworms,"Itching around the anus, Visible worms in stool",3,"Visual examination, Sticky tape test",800,1600,
65cccc8816085881d7612c92,Thrush,"Itching, Burning, Cottage cheese-like discharge",3,"Clinical examination, Swab test",800,1600,
65cccc8816085881d7612c93,Thyroid cancer,"Neck lump, Hoarseness, Difficulty swallowing",6,"Ultrasound, Biopsy, Blood tests",1800,3600,
65cccc8816085881d7612c94,Thyroid cancer: Teenagers and young adults,"Neck lump, Hoarseness, Difficulty swallowing",5,"Ultrasound, Biopsy, Blood tests",1400,2800,
65cccc8816085881d7612c95,Tinnitus,"Ringing, buzzing, or hissing sound in the ears",3,"Hearing tests, Imaging tests (MRI)",800,1600,
65cccc8816085881d7612c96,Tonsillitis,"Sore throat, Difficulty swallowing, Fever",3,"Throat swab, Blood tests",1000,2000,
65cccc8816085881d7612c97,Tooth decay,"Toothache, Sensitivity, Discoloration",2,"Dental examination, X-rays",800,1600,
65cccc8816085881d7612c98,Toothache,Pain in or around the tooth,2,"Dental examination, X-rays",800,1600,
65cccc8816085881d7612c99,Transient ischaemic attack (TIA),"Temporary weakness, Speech difficulties, Dizziness",6,"CT scan, MRI, Doppler ultrasound",1800,3600,
65cccc8816085881d7612c9a,Trigeminal neuralgia,"Severe facial pain, Episodes of stabbing pain",4,"Clinical evaluation, MRI",1200,2400,
